committee;chamber;congress;year_start;year_end;full_name;first_name;last_name;party;state;role
Seguridad Nacional;House;119;2025;2026;Nellie Pou;Nellie;Pou;Democrat;;Subcommittee Ranking
Seguridad Nacional;House;119;2025;2026;Josh Brecheen;Josh;Brecheen;Republican;;Subcommittee Chair
Seguridad Nacional;House;119;2025;2026;Sr. Thanedar;Sr.;Thanedar;Democrat;Michigan;Subcommittee Ranking
Seguridad Nacional;House;119;2025;2026;Carlos Giménez;Carlos;Giménez;Republican;FL;Subcommittee Chair
Seguridad Nacional;House;119;2025;2026;LaMonica McIver;LaMonica;McIver;Democrat;;Subcommittee Ranking
Administración de la Casa;House;119;2025;2026;Bryan Steil;Bryan;Steil;Republican;Wisconsin;Chair
Administración de la Casa;House;119;2025;2026;Joe Morelle;Joe;Morelle;Democrat;;Ranking Member
Administración de la Casa;House;119;2025;2026;Mike Carey;Mike;Carey;Republican;;Subcommittee Chair
Administración de la Casa;House;119;2025;2026;Laurel Lee;Laurel;Lee;Unknown;;Subcommittee Chair
Administración de la Casa;House;119;2025;2026;Terri Sewell;Terri;Sewell;Democrat;;Subcommittee Ranking
Administración de la Casa;House;119;2025;2026;Stephanie Bice;Stephanie;Bice;Unknown;;Subcommittee Chair
Administración de la Casa;House;119;2025;2026;Norma Torres;Norma;Torres;Democrat;;Subcommittee Ranking
Judicial;House;119;2025;2026;Jim Jordan;Jim;Jordan;Republican;;Chair
Judicial;House;119;2025;2026;Jamie Raskin;Jamie;Raskin;Democrat;Maryland;Ranking Member
Judicial;House;119;2025;2026;Scott Fitzgerald;Scott;Fitzgerald;Republican;Wisconsin;Subcommittee Chair
Judicial;House;119;2025;2026;Jerry Nadler;Jerry;Nadler;Democrat;;Subcommittee Ranking
Judicial;House;119;2025;2026;Chip Roy;Chip;Roy;Republican;Texas;Subcommittee Chair
Judicial;House;119;2025;2026;Mary Gay Scanlon;Mary;Gay Scanlon;Democrat;Pensilvania;Subcommittee Ranking
Judicial;House;119;2025;2026;Darrell Issa;Darrell;Issa;Republican;;Subcommittee Chair
Judicial;House;119;2025;2026;Hank Johnson;Hank;Johnson;Democrat;;Subcommittee Ranking
Judicial;House;119;2025;2026;Andy Biggs;Andy;Biggs;Republican;Arizona;Subcommittee Chair
Judicial;House;119;2025;2026;Lucy McBath;Lucy;McBath;Democrat;Georgia;Subcommittee Ranking
Judicial;House;119;2025;2026;Tom McClintock;Tom;McClintock;Republican;California;Subcommittee Chair
Judicial;House;119;2025;2026;Pramila Jayapal;Pramila;Jayapal;Democrat;;Subcommittee Ranking
Judicial;House;119;2025;2026;Barry Loudermilk;Barry;Loudermilk;Republican;Georgia;Subcommittee Chair
Judicial;House;119;2025;2026;Eric Swalwell;Eric;Swalwell;Democrat;;Subcommittee Ranking
Judicial;House;119;2025;2026;Jeff Van Drew;Jeff;Van Drew;Republican;Nueva Jersey;Subcommittee Chair
Judicial;House;119;2025;2026;Jasmine Crockett;Jasmine;Crockett;Democrat;;Subcommittee Ranking
Recursos naturales;House;119;2025;2026;Bruce Westerman;Bruce;Westerman;Republican;Arkansas;Chair
Recursos naturales;House;119;2025;2026;Jared Huffman;Jared;Huffman;Democrat;;Ranking Member
Recursos naturales;House;119;2025;2026;Pete Stauber;Pete;Stauber;Republican;Minnesota;Subcommittee Chair
Recursos naturales;House;119;2025;2026;Yassamin Ansari;Yassamin;Ansari;Democrat;;Subcommittee Ranking
Recursos naturales;House;119;2025;2026;Tom Tiffany;Tom;Tiffany;Republican;Wisconsin;Subcommittee Chair
Recursos naturales;House;119;2025;2026;Joe Neguse;Joe;Neguse;Democrat;CO;Subcommittee Ranking
Recursos naturales;House;119;2025;2026;Jeff Hurd;Jeff;Hurd;Republican;Colorado;Subcommittee Chair
Recursos naturales;House;119;2025;2026;Teresa Leger Fernández;Teresa;Leger Fernández;Democrat;NM;Subcommittee Ranking
Recursos naturales;House;119;2025;2026;Paul Gosar;Paul;Gosar;Republican;Arizona;Subcommittee Chair
Recursos naturales;House;119;2025;2026;Maxine Dexter;Maxine;Dexter;Democrat;Oregon;Subcommittee Ranking
Recursos naturales;House;119;2025;2026;Harriet Hageman;Harriet;Hageman;Unknown;Wyoming;Subcommittee Chair
Recursos naturales;House;119;2025;2026;Val Hoyle;Val;Hoyle;Democrat;Oregon;Subcommittee Ranking
Supervisión y reforma gubernamental;House;119;2025;2026;James Comer;James;Comer;Republican;;Chair
Supervisión y reforma gubernamental;House;119;2025;2026;Robert García;Robert;García;Democrat;;Ranking Member
Supervisión y reforma gubernamental;House;119;2025;2026;Nancy Mace;Nancy;Mace;Unknown;;Subcommittee Chair
Supervisión y reforma gubernamental;House;119;2025;2026;Shontel Brown;Shontel;Brown;Democrat;;Subcommittee Ranking
Supervisión y reforma gubernamental;House;119;2025;2026;Anna Paulina Luna;Anna;Paulina Luna;Unknown;;Subcommittee Chair
Supervisión y reforma gubernamental;House;119;2025;2026;Jasmine Crockett;Jasmine;Crockett;Democrat;;Subcommittee Ranking
Supervisión y reforma gubernamental;House;119;2025;2026;Marjorie Taylor Greene;Marjorie;Taylor Greene;Unknown;Georgia;Subcommittee Chair
Supervisión y reforma gubernamental;House;119;2025;2026;Melanie Stansbury;Melanie;Stansbury;Democrat;;Subcommittee Ranking
Supervisión y reforma gubernamental;House;119;2025;2026;Eric Burlison;Eric;Burlison;Republican;Missouri;Subcommittee Chair
Supervisión y reforma gubernamental;House;119;2025;2026;Maxwell Frost;Maxwell;Frost;Democrat;;Subcommittee Ranking
Supervisión y reforma gubernamental;House;119;2025;2026;Clay Higgins;Clay;Higgins;Republican;;Subcommittee Chair
Supervisión y reforma gubernamental;House;119;2025;2026;Summer Lee;Summer;Lee;Democrat;Pensilvania;Subcommittee Ranking
Supervisión y reforma gubernamental;House;119;2025;2026;Pete Sessions;Pete;Sessions;Republican;Texas;Subcommittee Chair
Supervisión y reforma gubernamental;House;119;2025;2026;Kweisi Mfume;Kweisi;Mfume;Democrat;Maryland;Subcommittee Ranking
Supervisión y reforma gubernamental;House;119;2025;2026;Glenn Grothman;Glenn;Grothman;Republican;Wisconsin;Subcommittee Chair
Supervisión y reforma gubernamental;House;119;2025;2026;Raja Krishnamoorthi;Raja;Krishnamoorthi;Democrat;Illinois;Subcommittee Ranking
Supervisión y reforma gubernamental;House;119;2025;2026;William Timmons;William;Timmons;Republican;;Subcommittee Chair
Supervisión y reforma gubernamental;House;119;2025;2026;Suhas Subramanyam;Suhas;Subramanyam;Democrat;Virginia;Subcommittee Ranking
Normas;House;119;2025;2026;Virginia Foxx;Virginia;Foxx;Unknown;;Chair
Normas;House;119;2025;2026;Jim McGovern;Jim;McGovern;Democrat;;Ranking Member
Normas;House;119;2025;2026;Nick Langworthy;Nick;Langworthy;Republican;Nueva York;Subcommittee Chair
Normas;House;119;2025;2026;Teresa Leger Fernández;Teresa;Leger Fernández;Democrat;NM;Subcommittee Ranking
Normas;House;119;2025;2026;Michelle Fischbach;Michelle;Fischbach;Unknown;;Subcommittee Chair
Normas;House;119;2025;2026;Mary Gay Scanlon;Mary;Gay Scanlon;Democrat;Pensilvania;Subcommittee Ranking
Ciencia, espacio y tecnología;House;119;2025;2026;Brian Babin;Brian;Babin;Republican;;Chair
Ciencia, espacio y tecnología;House;119;2025;2026;Zoe Lofgren;Zoe;Lofgren;Democrat;;Ranking Member
Ciencia, espacio y tecnología;House;119;2025;2026;Randy Weber;Randy;Weber;Republican;;Subcommittee Chair
Ciencia, espacio y tecnología;House;119;2025;2026;Deborah Ross;Deborah;Ross;Democrat;;Subcommittee Ranking
Ciencia, espacio y tecnología;House;119;2025;2026;Scott Franklin;Scott;Franklin;Republican;;Subcommittee Chair
Ciencia, espacio y tecnología;House;119;2025;2026;Gabe Amo;Gabe;Amo;Democrat;RI;Subcommittee Ranking
Ciencia, espacio y tecnología;House;119;2025;2026;Rich McCormick;Rich;McCormick;Republican;Georgia;Subcommittee Chair
Ciencia, espacio y tecnología;House;119;2025;2026;Emilia Sykes;Emilia;Sykes;Democrat;Ohio;Subcommittee Ranking
Ciencia, espacio y tecnología;House;119;2025;2026;Jay Obernolte;Jay;Obernolte;Republican;California;Subcommittee Chair
Ciencia, espacio y tecnología;House;119;2025;2026;Haley Stevens;Haley;Stevens;Democrat;Michigan;Subcommittee Ranking
Ciencia, espacio y tecnología;House;119;2025;2026;Mike Haridopolos;Mike;Haridopolos;Republican;;Subcommittee Chair
Ciencia, espacio y tecnología;House;119;2025;2026;Valerie Foushee;Valerie;Foushee;Democrat;;Subcommittee Ranking
Pequeña empresa;House;119;2025;2026;Roger Williams;Roger;Williams;Republican;;Chair
Pequeña empresa;House;119;2025;2026;Nydia Velázquez;Nydia;Velázquez;Democrat;;Ranking Member
Pequeña empresa;House;119;2025;2026;Nick LaLota;Nick;LaLota;Republican;Nueva York;Subcommittee Chair
Pequeña empresa;House;119;2025;2026;Gil Cisneros;Gil;Cisneros;Democrat;;Subcommittee Ranking
Pequeña empresa;House;119;2025;2026;Beth Van Duyne;Beth;Van Duyne;Unknown;;Subcommittee Chair
Pequeña empresa;House;119;2025;2026;LaMonica McIver;LaMonica;McIver;Democrat;;Subcommittee Ranking
Pequeña empresa;House;119;2025;2026;Brian Jack;Brian;Jack;Republican;Georgia;Subcommittee Chair
Pequeña empresa;House;119;2025;2026;Hillary Scholten;Hillary;Scholten;Democrat;Michigan;Subcommittee Ranking
Pequeña empresa;House;119;2025;2026;Mark Alford;Mark;Alford;Republican;Missouri;Subcommittee Chair
Pequeña empresa;House;119;2025;2026;Derek Tran;Derek;Tran;Democrat;;Subcommittee Ranking
Pequeña empresa;House;119;2025;2026;Jake Ellzey;Jake;Ellzey;Republican;;Subcommittee Chair
Pequeña empresa;House;119;2025;2026;Kelly Morrison;Kelly;Morrison;Democrat;Minnesota;Subcommittee Ranking
Transporte e Infraestructura;House;119;2025;2026;Sam Graves;Sam;Graves;Republican;Missouri;Chair
Transporte e Infraestructura;House;119;2025;2026;Rick Larsen;Rick;Larsen;Democrat;WA;Ranking Member
Transporte e Infraestructura;House;119;2025;2026;Troy Nehls;Troy;Nehls;Republican;;Subcommittee Chair
Transporte e Infraestructura;House;119;2025;2026;Steve Cohen;Steve;Cohen;Democrat;;Subcommittee Ranking
Transporte e Infraestructura;House;119;2025;2026;Mike Ezell;Mike;Ezell;Republican;;Subcommittee Chair
Transporte e Infraestructura;House;119;2025;2026;Salud Carbajal;Salud;Carbajal;Democrat;CA;Subcommittee Ranking
Transporte e Infraestructura;House;119;2025;2026;Scott Perry;Scott;Perry;Republican;Pensilvania;Subcommittee Chair
Transporte e Infraestructura;House;119;2025;2026;Greg Stanton;Greg;Stanton;Democrat;;Subcommittee Ranking
Transporte e Infraestructura;House;119;2025;2026;David Rouzer;David;Rouzer;Republican;Carolina del Norte;Subcommittee Chair
Transporte e Infraestructura;House;119;2025;2026;Eleanor Holmes Norton;Eleanor;Holmes Norton;Democrat;Washington D. C.;Subcommittee Ranking
Transporte e Infraestructura;House;119;2025;2026;Daniel Webster;Daniel;Webster;Republican;;Subcommittee Chair
Transporte e Infraestructura;House;119;2025;2026;Dina Titus;Dina;Titus;Democrat;Nevada;Subcommittee Ranking
Transporte e Infraestructura;House;119;2025;2026;Mike Collins;Mike;Collins;Republican;Georgia;Subcommittee Chair
Transporte e Infraestructura;House;119;2025;2026;Frederica Wilson;Frederica;Wilson;Democrat;;Subcommittee Ranking
Asuntos de Veteranos;House;119;2025;2026;Mike Bost;Mike;Bost;Republican;;Chair
Asuntos de Veteranos;House;119;2025;2026;Mark Takano;Mark;Takano;Democrat;;Ranking Member
Asuntos de Veteranos;House;119;2025;2026;Morgan Luttrell;Morgan;Luttrell;Republican;Texas;Subcommittee Chair
Asuntos de Veteranos;House;119;2025;2026;Morgan McGarvey;Morgan;McGarvey;Democrat;;Subcommittee Ranking
Asuntos de Veteranos;House;119;2025;2026;Derrick Van Orden;Derrick;Van Orden;Republican;Wisconsin;Subcommittee Chair
Asuntos de Veteranos;House;119;2025;2026;Chris Pappas;Chris;Pappas;Democrat;;Subcommittee Ranking
Asuntos de Veteranos;House;119;2025;2026;Mariannette Miller-Meeks;Mariannette;Miller-Meeks;Unknown;;Subcommittee Chair
Asuntos de Veteranos;House;119;2025;2026;Julia Brownley;Julia;Brownley;Democrat;;Subcommittee Ranking
Asuntos de Veteranos;House;119;2025;2026;Jen Kiggans;Jen;Kiggans;Unknown;;Subcommittee Chair
Asuntos de Veteranos;House;119;2025;2026;Delia Ramírez;Delia;Ramírez;Democrat;IL;Subcommittee Ranking
Asuntos de Veteranos;House;119;2025;2026;Tom Barrett;Tom;Barrett;Republican;Michigan;Subcommittee Chair
Asuntos de Veteranos;House;119;2025;2026;Nikki Budzinski;Nikki;Budzinski;Democrat;;Subcommittee Ranking
Modos y medios;House;119;2025;2026;Jason Smith;Jason;Smith;Republican;Missouri;Chair
Modos y medios;House;119;2025;2026;Richard Neal;Richard;Neal;Democrat;;Ranking Member
Modos y medios;House;119;2025;2026;Vern Buchanan;Vern;Buchanan;Republican;;Subcommittee Chair
Modos y medios;House;119;2025;2026;Lloyd Doggett;Lloyd;Doggett;Democrat;;Subcommittee Ranking
Modos y medios;House;119;2025;2026;David Schweikert;David;Schweikert;Republican;Arizona;Subcommittee Chair
Modos y medios;House;119;2025;2026;Terri Sewell;Terri;Sewell;Democrat;;Subcommittee Ranking
Modos y medios;House;119;2025;2026;Ron Estes;Ron;Estes;Republican;;Subcommittee Chair
Modos y medios;House;119;2025;2026;John Larson;John;Larson;Democrat;Connecticut;Subcommittee Ranking
Modos y medios;House;119;2025;2026;Mike Kelly;Mike;Kelly;Republican;;Subcommittee Chair
Modos y medios;House;119;2025;2026;Mike Thompson;Mike;Thompson;Democrat;;Subcommittee Ranking
Modos y medios;House;119;2025;2026;Adrian Smith;Adrian;Smith;Republican;Nebraska;Subcommittee Chair
Modos y medios;House;119;2025;2026;Linda Sánchez;Linda;Sánchez;Democrat;;Subcommittee Ranking
Modos y medios;House;119;2025;2026;Darin LaHood;Darin;LaHood;Republican;Illinois;Subcommittee Chair
Modos y medios;House;119;2025;2026;Danny Davis;Danny;Davis;Democrat;;Subcommittee Ranking
